Authors,DOI,DataSourceType,FeatureName,UniqueID,Latitude,Longitude,FeatureType,FeatureCategory,ThawType,Imagery,ImageryDates,ImageryResolutionMeters,Aspect,Elevation,MeanElevation,RelativeElevation,Slope,SolarRadiationIndex
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12927,67.63118171,-155.9191486,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,98,782.6719,782.5545116,0.117363414,23,0.873111193
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12928,67.63112748,-155.9200443,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,77,796.08594,798.4797313,-2.393793796,23,0.798170655
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12929,67.63112209,-155.9196889,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,92,791.02344,791.5410331,-0.51759562,18,0.835507766
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12930,67.63013661,-155.9207002,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,109,793.1406,792.3000389,0.840586091,24,0.906472911
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12931,67.63015028,-155.9202139,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,94,784.46875,783.6776018,0.79114816,24,0.864000348
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12932,67.62991656,-155.9186792,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,99,749.39844,750.9619205,-1.56348299,26,0.886818743
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12933,67.62988672,-155.9180993,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,104,739.4453,739.813676,-0.368363481,24,0.894100502
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12934,67.62980021,-155.9185625,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,90,747.09375,746.6321867,0.46156326,32,0.86224637
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12935,67.6297782,-155.9181904,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,105,739.9531,739.4175995,0.535525516,22,0.887412518
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12936,67.62981484,-155.9176771,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,83,731.1797,730.8577923,0.32189519,26,0.826135374
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12944,67.67250773,-155.918205,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,23,763.71094,763.6378098,0.073127698,20,0.578092454
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12945,67.69226328,-156.219614,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,69,695.1797,697.7003145,-2.520626963,19,0.764118375
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12946,67.69223204,-156.2200846,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,85,701.8672,703.6178838,-1.750696284,21,0.824307576
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12947,67.6921633,-156.2219741,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,119,725.78906,728.7422206,-2.953158126,20,0.900675203
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12948,67.69210946,-156.2200096,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,84,701.5469,701.5765203,-0.029645304,16,0.805567495
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12949,67.69212076,-156.2212271,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,84,717.03906,717.9215483,-0.882485835,17,0.809122434
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12950,67.67378836,-156.1563805,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,318,743.53125,743.6103679,-0.079117925,23,0.387062808
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12951,67.67402021,-156.1572689,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,303,723.3594,725.6043257,-2.24495066,23,0.394521517
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12952,67.6737215,-156.1585206,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,336,718.85156,719.5127084,-0.661145938,18,0.47820539
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12953,67.66367668,-156.1811093,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,322,737.6094,735.2619936,2.347381395,22,0.404361294
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12954,67.66355305,-156.1807827,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,327,745.875,743.2397377,2.635262335,21,0.423248384
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12955,67.6636495,-156.1801284,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,347,749.53125,748.9491807,0.5820693,23,0.424795558
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12956,67.66399938,-156.177625,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,328,764.5703,766.216218,-1.645905486,28,0.311847151
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12957,67.660103,-156.1889069,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,301,707.75,710.6605436,-2.910543616,29,0.301024514
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12958,67.66006879,-156.1886213,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,300,714.125,716.7792364,-2.654236364,28,0.318877388
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12959,67.66003729,-156.1881878,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,301,724.5625,725.7032945,-1.140794488,30,0.284658624
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12960,67.65982622,-156.1858659,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,296,777.21094,777.8252133,-0.614275844,29,0.310153798
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12961,67.65969347,-156.1857307,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,304,784.78125,785.1739929,-0.392742943,31,0.263654909
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12962,67.65834497,-156.1913796,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,315,715.65625,715.9167819,-0.260531932,33,0.221369914
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12963,67.65820716,-156.1924431,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,336,701.9453,703.1819854,-1.236672901,26,0.355938777
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12964,67.65767681,-156.1887927,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,307,773.75,776.0325204,-2.282520402,27,0.326333951
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12967,67.65286419,-156.2042018,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,305,650.125,653.2286066,-3.1036066,13,0.544679492
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12968,67.6527369,-156.2037711,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,313,656.3281,658.6736103,-2.345485288,18,0.466596514
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12969,67.65276292,-156.2044998,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,332,650.4531,652.2549219,-1.801796887,11,0.575357415
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12970,67.65242839,-156.2043092,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,327,657.3281,659.3747862,-2.046661176,14,0.529585555
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12971,67.65229294,-156.2043216,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,332,660.7031,661.7828322,-1.079707158,14,0.532893133
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12972,67.65209558,-156.2037192,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,327,670.41406,670.9431897,-0.5291272,16,0.499997058
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12973,67.64458691,-156.2170751,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,304,630.21094,632.061493,-1.850555486,14,0.530898741
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12974,67.60909941,-156.2419679,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,291,703.0156,702.4488167,0.566808312,25,0.38434118
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12975,67.60906167,-156.2424801,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,314,696.34375,695.4585992,0.885150793,17,0.482423797
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12976,67.67426974,-156.1599821,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,331,688.8281,688.6158855,0.212239509,20,0.442271375
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12977,67.82466671,-156.5716109,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,116,815.66406,819.614271,-3.950208521,29,0.942649818
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12978,67.82459316,-156.5710779,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,101,804.35156,811.31134,-6.959777486,26,0.891901301
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12979,67.82455619,-156.5706844,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,87,797.3047,805.1611896,-7.856502128,17,0.816195322
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12980,67.82226362,-156.5511595,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,263,770.6875,773.9422655,-3.254765455,24,0.48376055
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12981,67.82219347,-156.5507316,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,285,778.28906,781.4395096,-3.150447113,23,0.424904562
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12982,67.82100185,-156.5751237,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,78,872.16406,876.7232804,-4.559217853,17,0.790261604
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12983,67.82096294,-156.5756404,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,100,880.14844,883.8583832,-3.709945721,20,0.863850267
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12984,67.82090634,-156.5753785,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,68,876.41406,880.6328473,-4.218784751,19,0.759149855
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12985,67.82065631,-156.5784611,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,88,921.15625,924.0211385,-2.864888453,24,0.841347185
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12988,67.81389147,-156.5740171,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,169,830.0703,833.7589505,-3.68863801,31,0.916540779
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12992,67.8102205,-156.5647587,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,203,756.0156,753.8683955,2.147229541,27,0.763616983
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12993,67.80985472,-156.5655411,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,202,732.96875,731.7711036,1.197646444,21,0.771363903
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12994,67.80983816,-156.5138273,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,115,594.21094,595.8541614,-1.643223902,14,0.850986826
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12995,67.80896096,-156.5648599,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,206,701.2031,700.5550127,0.648112255,23,0.753800505
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12996,67.80583474,-156.5193718,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,146,604.0781,605.7937083,-1.715583267,14,0.860505059
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12997,67.80491115,-156.518763,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,122,586.64844,586.2852973,0.363140188,22,0.916413092
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,12999,67.80182726,-156.6237838,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,356,698.21875,697.7077723,0.510977731,11,0.598830249
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13000,67.82123487,-156.5717699,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,91,823.5,830.1186971,-6.618697058,18,0.831159377
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13001,67.82268751,-156.5535787,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,312,728.2344,746.7191884,-18.48481337,16,0.494804182
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13005,67.97030453,-156.4330246,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,143,1036.1406,1044.746695,-8.606069857,28,0.956566007
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13006,67.96678895,-156.4445374,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,109,1045.375,1054.741771,-9.366771173,25,0.908952293
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13007,67.95496155,-156.312774,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,143,993.78125,998.4860591,-4.704809141,23,0.928571716
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13008,67.95474581,-156.3125499,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,136,984.4375,990.2055754,-5.768075381,23,0.930311931
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13011,67.93395439,-156.1200601,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,65,765.66406,766.3656296,-0.701567093,7,0.735080163
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13013,67.91424078,-156.2428443,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,168,1113.7344,1116.605679,-2.87130418,25,0.899214934
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13014,68.02579915,-155.8672113,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,179,977.9219,979.023435,-1.10156003,4,0.746579277
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13015,68.02555041,-155.878566,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,125,990.1406,990.8569306,-0.716305586,7,0.790720111
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13016,68.02532524,-155.8785403,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,140,988.0469,988.8724868,-0.825611759,6,0.781544935
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13017,68.02383624,-155.8785514,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,136,970.39844,973.881138,-3.482700512,8,0.802981621
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13018,68.02295056,-155.890886,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,139,1018.64844,1020.42506,-1.776622932,7,0.792391046
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13019,68.02255874,-155.8670696,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,185,943.10156,944.7350903,-1.633527819,9,0.77625994
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13020,68.02246832,-155.8674358,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,149,942.0703,943.5200507,-1.449738171,10,0.82043001
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13021,68.02236209,-155.8673785,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,147,940.66406,942.0919049,-1.427842405,5,0.769688895
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13022,68.02215356,-155.86737,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,148,938.33594,939.202042,-0.866104457,6,0.780246901
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13023,68.02190384,-155.8671158,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,137,935.47656,935.6321438,-0.155581289,9,0.813280724
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13024,68.02212368,-155.8727861,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,120,939.75,940.1345695,-0.384569498,7,0.788948766
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13025,68.02171831,-155.8670797,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,158,932.0078,932.8007371,-0.792924637,9,0.805659976
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13026,68.02120138,-155.8669609,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,160,923.5547,924.5247624,-0.970074935,11,0.822013042
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13027,68.02060648,-155.8763319,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,147,912.84375,912.9174246,-0.073674624,10,0.821295284
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13028,68.02087879,-155.8656147,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,140,918.84375,920.5915942,-1.747844238,7,0.792335486
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13029,68.02060493,-155.8760758,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,150,911.3672,912.7689683,-1.401780811,10,0.819970753
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13030,68.02030953,-155.8655953,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,168,911.66406,911.842429,-0.178366458,9,0.797140288
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13031,68.0201906,-155.865627,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,185,909.84375,910.1144502,-0.270700233,8,0.770091616
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13032,68.02016999,-155.8655043,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,178,909.4922,909.8185013,-0.326313755,7,0.771045996
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,13033,68.02011131,-155.8656481,Active layer detachment,Active layer detachment,Abrupt,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,189,908.6328,909.0028865,-0.370073957,8,0.764832746
